#{"t_start": 1575120695.6702447, "env_id": "Taxi-v3"}
r,l,t 
9,12,704.621878
9,12,704.659641
6,15,704.706512
3,18,704.775533
6,15,704.822402
9,12,704.860163
8,13,704.907037
6,15,704.960421
12,9,704.991669
-4,16,705.045049
10,11,705.076308
8,13,705.12318
6,15,705.176583
9,12,705.223458
6,15,705.276841
10,11,705.30809
11,10,705.345848
10,11,705.377107
7,14,705.423975
7,14,705.477366
-7,19,705.546379
4,17,705.593258
4,17,705.662278
3,18,705.72477
5,16,705.778158
11,10,705.809405
-2,14,705.847161
4,17,705.909663
8,13,705.963052
4,17,706.00992
9,12,706.047679
13,8,706.07894
11,10,706.110188
3,18,706.179201
7,14,706.226072
9,12,706.263834
9,12,706.310707
9,12,706.348463
9,12,706.395344
8,13,706.426596
4,17,706.496112
8,13,706.542994
7,14,706.580266
7,14,706.627136
8,13,706.680532
9,12,706.711783
9,12,706.765173
9,12,706.796418
5,16,706.849801
9,12,706.896679
7,14,706.950059
5,16,706.99694
11,10,707.028189
9,12,707.081578
5,16,707.128449
9,12,707.166211
10,11,707.213089
-5,17,707.26647
8,13,707.313341
10,11,707.351098
10,11,707.382355
8,13,707.429228
4,17,707.482614
3,18,707.55162
5,16,707.598503
9,12,707.651879
4,17,707.69876
11,10,707.730006
4,17,707.799017
6,15,707.8524
6,15,707.899278
10,11,707.930525
8,13,707.98392
8,13,708.015164
-4,16,708.084173
11,10,708.115424
9,12,708.153178
10,11,708.184436
7,14,708.231307
5,16,708.300319
7,14,708.347192
5,16,708.400578
8,13,708.431826
4,17,708.500837
8,13,708.547707
10,11,708.585475
5,16,708.632344
3,18,708.716985
9,12,708.754744
11,10,708.786
6,15,708.848498
11,10,708.870639
3,18,708.933139
6,15,708.986522
5,16,709.049017
5,16,709.10241
4,17,709.155787
4,17,709.218294
4,17,709.287319
7,14,709.334191
-2,14,709.37196
7,14,709.434453
10,11,709.456585
9,12,709.503469
8,13,709.556849
7,14,709.60373
6,15,709.672749
8,13,709.735242
11,10,709.757377
-12,15,709.81988
10,11,709.857638
7,14,709.904517
-2,23,709.97353
10,11,710.020403
6,15,710.073789
12,9,710.105035
3,18,710.158415
8,13,710.205297
4,17,710.274312
8,13,710.321185
3,18,710.37458
9,12,710.421449
0,12,710.459206
9,12,710.506084
7,14,710.559466
8,13,710.606348
7,14,710.65322
8,13,710.690993
10,11,710.737861
-6,18,710.806877
2,19,710.860264
15,6,710.891519
7,14,710.93839
8,13,710.976155
12,9,711.007403
5,16,711.060781
0,12,711.107664
11,10,711.138912
7,14,711.192305
6,15,711.261313
3,18,711.339443
9,12,711.377209
4,17,711.439703
11,10,711.47747
7,14,711.531693
9,12,711.577459
8,13,711.608711
1,20,711.693345
3,18,711.75584
7,14,711.809232
14,7,711.824854
8,13,711.878247
10,11,711.925117
11,10,711.962875
7,14,712.02538
6,15,712.094391
5,16,712.163399
3,18,712.241527
9,12,712.310545
10,11,712.363931
5,16,712.442058
-13,16,712.511073
-5,17,712.595713
4,17,712.680359
4,17,712.758482
3,18,712.843132
8,13,712.89652
11,10,712.943393
11,10,713.012412
8,13,713.081471
8,13,713.143966
6,15,713.212979
4,17,713.281997
-1,13,713.344498
7,14,713.413519
9,12,713.4669
3,18,713.545031
7,14,713.598419
6,15,713.667425
10,11,713.714308
6,15,713.767692
5,16,713.831411
-4,16,713.883313
13,8,713.91456
12,9,713.94173
7,14,714.014757
11,10,714.068139
9,12,714.115018
-7,19,714.199674
3,18,714.28431
10,11,714.346804
6,15,714.41583
15,6,714.447076
8,13,714.500468
8,13,714.547338
9,12,714.585108
3,18,714.647607
14,7,714.685369
12,9,714.716615
4,17,714.770006
-1,13,714.816889
10,11,714.863761
6,15,714.91715
9,12,714.964022
3,18,715.048655
10,11,715.086421
8,13,715.133293
12,9,715.164537
7,14,715.202303
5,16,715.271307
8,13,715.318187
2,19,715.3872
7,14,715.434071
11,10,715.471828
6,15,715.518712
7,14,715.58777
10,11,715.619018
8,13,715.672394
6,15,715.719274
5,16,715.772658
7,14,715.819535
9,12,715.872922
9,12,715.9198
-7,19,715.97319
8,13,716.020073
11,10,716.066944
8,13,716.104708
4,17,716.173712
12,9,716.204968
5,16,716.267462
-7,19,716.320848
12,9,716.352096
-5,17,716.421113
7,14,716.474496
11,10,716.521379
6,15,716.590389
7,14,716.637263
8,13,716.690651
8,13,716.737523
6,15,716.790912
-10,13,716.837783
6,15,716.891172
3,18,716.953668
12,9,716.991437
12,9,717.022685
10,11,717.053934
7,14,717.107318
9,12,717.15419
14,7,717.176324
10,11,717.223205
7,14,717.270074
14,7,717.292213
-4,16,717.354708
7,14,717.408094
4,17,717.454966
12,9,717.492731
11,10,717.523978
8,13,717.577357
5,16,717.639858
5,16,717.693255
-2,14,717.740125
8,13,717.793515
12,9,717.824763
3,18,717.893789
8,13,717.94066
9,12,717.978418
4,17,718.042753
7,14,718.078573
7,14,718.141076
10,11,718.17883
6,15,718.225709
3,18,718.294723
6,15,718.341595
5,16,718.394983
10,11,718.441856
6,15,718.49525
10,11,718.542114
10,11,718.579875
4,17,718.642378
7,14,718.695768
6,15,718.742639
7,14,718.79603
4,17,718.858524
11,10,718.880659
7,14,718.943161
6,15,718.996547
5,16,719.043417
6,15,719.11245
3,18,719.181463
6,15,719.228344
-6,18,719.312983
10,11,719.344232
11,10,719.38199
8,13,719.444494
9,12,719.48225
6,15,719.529136
7,14,719.582516
8,13,719.629398
10,11,719.660645
7,14,719.714034
9,12,719.760906
4,17,719.814292
-4,16,719.883337
10,11,719.914595
1,20,719.983605
6,15,720.04611
7,14,720.08387
6,15,720.146374
7,14,720.184131
5,16,720.246634
10,11,720.284393
5,16,720.346895
10,11,720.384656
9,12,720.431535
10,11,720.462784
4,17,720.531796
10,11,720.563048
3,18,720.63206
8,13,720.678932
7,14,720.73232
4,17,720.785701
13,8,720.816957
11,10,720.848204
7,14,720.901604
5,16,720.948476
-6,18,721.017495
9,12,721.064366
5,16,721.117766
10,11,721.16463
8,13,721.202395
4,17,721.264891
8,13,721.318283
2,19,721.380778
9,12,721.418542
5,16,721.481039
6,15,721.534433
2,19,721.603451
10,11,721.634695
4,17,721.703712
6,15,721.752603
9,12,721.803991
10,11,721.835238
3,18,721.904253
4,17,721.966751
3,18,722.020135
4,17,722.08914
12,9,722.120395
9,12,722.167266
-3,15,722.220665
11,10,722.251913
6,15,722.305299
11,10,722.336549
4,17,722.405565
-5,17,722.452432
-6,18,722.521447
9,12,722.568318
5,16,722.621718
12,9,722.652968
8,13,722.706354
3,18,722.768848
-3,15,722.822235
7,14,722.869112
5,16,722.922495
5,16,722.991507
9,12,723.022762
10,11,723.065694
5,16,723.122583
-8,11,723.153833
3,18,723.222844
3,18,723.291856
3,18,723.354361
2,19,723.423386
-2,14,723.470253
6,15,723.523643
10,11,723.554894
-6,18,723.6239
3,18,723.692902
6,15,723.739782
9,12,723.786653
8,13,723.824418
7,14,723.886913
4,17,723.9403
12,9,723.971549
4,17,724.024938
10,11,724.071809
6,15,724.125196
5,16,724.172065
8,13,724.225461
8,13,724.272331
9,12,724.325722
7,14,724.372595
11,10,724.410358
9,12,724.457231
-6,18,724.510623
8,13,724.573117
6,15,724.626513
-3,15,724.695521
8,13,724.742401
5,16,724.795783
9,12,724.842661
12,9,724.873909
12,9,724.911677
9,12,724.942924
2,19,725.011939
12,9,725.058808
12,9,725.096563
8,13,725.143441
8,13,725.190313
10,11,725.228074
8,13,725.274946
7,14,725.328336
7,14,725.375208
8,13,725.428597
10,11,725.459848
10,11,725.497607
6,15,725.560113
-4,16,725.613501
4,17,725.675997
4,17,725.745015
10,11,725.776259
13,8,725.814021
6,15,725.860895
4,17,725.929903
6,15,725.976775
5,16,726.03017
8,13,726.077043
7,14,726.130435
5,16,726.19293
9,12,726.230695
9,12,726.277566
5,16,726.330954
9,12,726.377826
5,16,726.43122
10,11,726.478095
-3,15,726.531482
7,14,726.578351
7,14,726.631745
3,18,726.70075
5,16,726.747629
3,18,726.816644
2,19,726.879142
9,12,726.916908
6,15,726.979404
5,16,727.032798
15,6,727.048421
9,12,727.101802
7,14,727.148682
-3,15,727.202063
10,11,727.233317
9,12,727.28019
9,12,727.317955
12,9,727.349201
7,14,727.402582
5,16,727.465085
1,11,727.502841
6,15,727.54972
9,12,727.603098
8,13,727.649977
-149,152,728.267172
4,17,728.336188
11,10,728.38306
10,11,728.43645
11,10,728.483322
8,13,728.536711
11,10,728.583583
8,13,728.636981
6,15,728.705984
9,12,728.768488
6,15,728.821878
7,14,728.884379
9,12,728.953391
4,17,729.022407
7,14,729.084901
10,11,729.138297
6,15,729.207298
8,13,729.269805
6,15,729.338827
4,17,729.423466
10,11,729.485959
10,11,729.523728
3,18,729.623987
10,11,729.670859
5,16,729.73988
7,14,729.79908
4,17,729.871096
6,15,729.940146
5,16,730.009159
5,16,730.102923
3,18,730.187566
3,18,730.272204
9,12,730.341228
8,13,730.412284
4,17,730.4818
8,13,730.550803
5,16,730.613307
11,10,730.651081
7,14,730.729218
4,17,730.798235
10,11,730.851612
5,16,730.914115
10,11,730.967506
10,11,731.014378
8,13,731.067771
-1,13,731.130265
7,14,731.183663
11,10,731.230534
9,12,731.283922
8,13,731.330793
5,16,731.399806
8,13,731.453191
6,15,731.531319
8,13,731.584722
6,15,731.653725
9,12,731.71623
7,14,731.769632
4,17,731.854258
10,11,731.901138
8,13,731.954517
9,12,732.001398
8,13,732.054783
8,13,732.11729
15,6,732.132914
10,11,732.186304
4,17,732.255308
7,14,732.317812
4,17,732.386826
-8,20,732.487097
9,12,732.533968
8,13,732.602988
8,13,732.656371
9,12,732.703254
8,13,732.772272
7,14,732.81914
6,15,732.872532
10,11,732.919403
11,10,732.957162
8,13,733.004042
5,16,733.057008
5,16,733.119513
9,12,733.157271
7,14,733.204157
6,15,733.257538
7,14,733.320042
4,17,733.373435
9,12,733.404682
8,13,733.458067
6,15,733.504945
4,17,733.573965
8,13,733.620837
5,16,733.689848
10,11,733.736717
14,7,733.758853
3,18,733.859126
6,15,733.937261
4,17,734.037519
-6,18,734.132381
9,12,734.200855
8,13,734.278986
5,16,734.363633
4,17,734.463903
5,16,734.548543
11,10,734.579791
10,11,734.617561
8,13,734.664424
8,13,734.717813
10,11,734.749063
5,16,734.802442
5,16,734.86495
9,12,734.902711
12,9,734.933966
8,13,734.980839
11,10,735.01861
7,14,735.065482
10,11,735.103241
5,16,735.165744
3,18,735.219135
8,13,735.266006
7,14,735.319403
4,17,735.381898
2,19,735.450908
10,11,735.504294
0,12,735.535554
3,18,735.604554
9,12,735.651433
2,19,735.720445
5,16,735.767319
4,17,735.836328
8,13,735.883204
4,17,735.952228
8,13,735.999104
7,14,736.036868
7,14,736.099363
9,12,736.137124
6,15,736.183997
12,9,736.221764
6,15,736.268639
3,18,736.337661
5,16,736.384526
6,15,736.437915
-3,15,736.506922
-4,16,736.569429
9,12,736.607186
6,15,736.669692
3,18,736.723078
6,15,736.785576
8,13,736.823341
8,13,736.870206
5,16,736.939228
-5,17,737.001716
8,13,737.039479
8,13,737.086351
7,14,737.139739
1,20,737.208742
8,13,737.25562
8,13,737.302492
4,17,737.355882
4,17,737.409264
0,12,737.456144
9,12,737.503016
-1,13,737.556405
10,11,737.587652
3,18,737.656665
15,6,737.672289
12,9,737.705058
5,16,737.756947
10,11,737.788194
-3,15,737.841584
11,10,737.872831
10,11,737.910593
4,17,737.973102
10,11,738.010856
7,14,738.053564
4,17,738.110944
7,14,738.157822
5,16,738.2112
8,13,738.258079
7,14,738.311459
5,16,738.358342
8,13,738.405214
9,12,738.442978
6,15,738.48985
12,9,738.527612
6,15,738.605732
3,18,738.705999
9,12,738.775012
13,8,738.812774
12,9,738.859653
6,15,738.913034
7,14,738.991163
8,13,739.044549
10,11,739.075798
9,12,739.129186
10,11,739.160432
6,15,739.213813
11,10,739.245067
5,16,739.307564
12,9,739.329706
8,13,739.376577
6,15,739.429964
11,10,739.461209
11,10,739.492457
8,13,739.545844
4,17,739.614854
8,13,739.661733
6,15,739.715115
6,15,739.777622
2,19,739.831013
9,12,739.877889
4,17,739.931276
8,13,739.978148
9,12,740.015906
12,9,740.047161
14,7,740.078409
3,18,740.131802
3,18,740.194295
5,16,740.247683
5,16,740.310179
10,11,740.347947
6,15,740.394817
9,12,740.432585
8,13,740.479457
3,18,740.532845
7,14,740.595344
3,18,740.664358
4,17,740.717737
-9,21,740.795864
8,13,740.833633
-6,18,740.896128
11,10,740.93389
8,13,740.980762
6,15,741.034158
7,14,741.081032
6,15,741.134419
-4,16,741.196913
9,12,741.234677
4,17,741.297174
12,9,741.319304
6,15,741.38181
5,16,741.435198
4,8,741.450823
10,11,741.497693
15,6,741.51983
7,14,741.566715
10,11,741.597959
8,13,741.635727
12,9,741.666976
4,17,741.735992
7,14,741.782861
8,13,741.836248
5,16,741.898746
3,18,741.952137
9,12,741.999008
4,17,742.052398
12,9,742.083643
8,13,742.137027
8,13,742.168275
10,11,742.215147
6,15,742.268535
11,10,742.299783
6,15,742.353179
7,14,742.400051
9,12,742.437818
7,14,742.484691
9,12,742.522445
8,13,742.569326
4,17,742.622705
4,17,742.685208
8,13,742.738597
6,15,742.785472
9,12,742.823228
7,14,742.87011
7,14,742.923488
3,18,742.985991
7,14,743.039394
-6,18,743.101889
5,16,743.155285
14,7,743.170909
4,17,743.224294
7,14,743.286798
7,14,743.324559
5,16,743.387063
4,17,743.440454
0,12,743.487322
13,8,743.518568
5,16,743.57196
7,14,743.618831
5,16,743.672218
-5,17,743.725601
10,11,743.756859
9,12,743.80373
6,15,743.862494
6,15,743.909366
7,14,743.957255
-5,17,744.026259
8,13,744.073139
8,13,744.126523
8,13,744.189028
9,12,744.258041
3,18,744.342683
10,11,744.427347
9,12,744.489871
6,15,744.57051
3,18,744.671319
6,15,744.749955
8,13,744.822466
8,13,744.891479
11,10,744.953974
4,17,745.043138
3,18,745.182846
7,14,745.25347
9,12,745.314841
10,11,745.361712
3,18,745.461975
4,17,745.530989
10,11,745.584372
4,17,745.6625
10,11,745.715898
11,10,745.762766
6,15,745.831782
5,16,745.900796
11,10,745.947671
11,10,746.001056
4,17,746.07918
11,10,746.116959
7,14,746.179456
4,17,746.230437
-1,13,746.285831
6,15,746.356314
4,17,746.432823
-1,13,746.486209
11,10,746.51747
10,11,746.56434
12,9,746.602111
6,15,746.664608
7,14,746.73363
8,13,746.787011
6,15,746.849515
4,17,746.902916
8,13,746.949785
6,15,747.00317
-4,16,747.087849
9,12,747.134732
7,14,747.188117
10,11,747.219376
7,14,747.266251
5,16,747.319638
13,8,747.350883
9,12,747.388646
5,16,747.451149
10,11,747.488913
6,15,747.535795
6,15,747.589173
6,15,747.636053
11,10,747.682925
5,16,747.736317
9,12,747.76757
6,15,747.820959
-3,15,747.883455
6,15,747.936846
4,17,747.990227
6,15,748.037107
-5,17,748.105985
6,15,748.152857
5,16,748.22188
5,16,748.26875
8,13,748.30652
7,14,748.353392
9,12,748.406787
11,10,748.438036
7,14,748.484907
6,15,748.538294
5,16,748.591674
0,21,748.654179
4,17,748.72319
7,14,748.77006
8,13,748.807822
10,11,748.83907
4,17,748.908084
8,13,748.954954
5,16,749.008346
10,11,749.039596
9,12,749.092976
8,13,749.139857
9,12,749.193237
11,10,749.224493
3,18,749.286988
4,17,749.340383
4,17,749.393763
6,15,749.456273
10,11,749.487516
8,13,749.525275
11,10,749.556524
11,10,749.594284
4,17,749.656788
7,14,749.710176
-6,18,749.772672
7,14,749.810431
10,11,749.857307
4,17,749.910695
8,13,749.957568
8,13,749.995332
6,15,750.057838
13,8,750.073462
8,13,750.12685
-15,18,750.195858
8,13,750.24274
9,12,750.273985
4,17,750.342995
10,11,750.374243
6,15,750.427632
6,15,750.474501
4,17,750.527892
13,8,750.559141
7,14,750.612537
8,13,750.659409
9,12,750.697165
-8,20,750.759668
7,14,750.813056
-7,19,750.875555
9,12,750.91332
-6,18,750.975815
6,15,751.029208
5,16,751.076078
0,12,751.129468
1,20,751.198472
6,15,751.245355
8,13,751.298738
4,17,751.361242
3,18,751.430255
8,13,751.477127
3,18,751.530519
3,18,751.599522
7,14,751.646401
5,16,751.699779
10,11,751.731034
9,12,751.777909
5,16,751.831299
5,16,751.893794
6,15,751.947185
5,16,752.000565
8,13,752.031821
-5,17,752.100823
7,14,752.147702
11,10,752.178949
10,11,752.216712
10,11,752.247958
8,13,752.301342
7,14,752.348222
8,13,752.395093
10,11,752.432859
7,14,752.47973
6,15,752.533114
1,20,752.602118
13,8,752.617753
11,10,752.664621
3,18,752.733645
8,13,752.802652
7,14,752.880781
5,16,752.949791
11,10,752.981039
8,13,753.018803
9,12,753.065674
7,14,753.119061
7,14,753.165933
7,14,753.20369
10,11,753.250569
9,12,753.281818
-8,20,753.350841
9,12,753.404221
3,18,753.466727
5,16,753.520117
8,13,753.551369
5,16,753.620378
12,9,753.635998
9,12,753.68287
7,14,753.736262
6,15,753.783132
4,17,753.836517
4,17,753.90552
8,13,753.936775
11,10,753.983852
9,12,754.021131
11,10,754.052382
10,11,754.085635
7,14,754.137029
8,13,754.183901
